author,poem,language,name,tags
И дочери царь приказал:
Дать юноше кубок с струёй винограда;
И в сладость была для него та награда.
«Да здравствует царь! Кто живёт на земле,
Тот жизнью земной веселись!
Но страшно в подземной таинственной мгле…
И смертный пред богом смирись:
И мыслью своей не желай дерзновенно
Знать тайны, им мудро от нас сокровенной.
Стрелою стремглав полетел я туда…
И вдруг мне навстречу поток;
Из трещины камня лилася вода;
И вихорь ужасный повлёк
Меня в глубину с непонятною силой…
И страшно меня там кружило и било.
Но богу молитву тогда я принёс,
И он мне спасителем был:
Торчащий из мглы я увидел утёс
И крепко его обхватил;
Висел там и кубок на ветви коралла:
В бездонное влага его не умчала.
И смутно всё было внизу подо мной,
В пурпуровом сумраке там,
Всё спало для слуха в той бездне глухой;
Но виделось страшно очам,
Как двигались в ней безобразные груды,
Морской глубины несказанные чуды.
Я видел, как в чёрной пучине кипят,
В громадный свиваяся клуб,
И млат водяной, и уродливый скат,
И ужас морей однозуб;
И смертью грозил мне, зубами сверкая,
Мокой ненасытный, гиена морская.
И был я один с неизбежной судьбой,
От взора людей далеко;
Один меж чудовищ, с любящей душой,
Во чреве земли глубоко,
Под звуком живым человечьего слова,
Меж страшных жильцов подземелья немого.
И я содрогался… вдруг слышу: ползёт
Стоногое грозно из мглы,
И хочет схватить, и разинулся рот…
Я в ужасе прочь от скалы!..
То было спасеньем: я схвачен приливом
И выброшен вверх водомёта порывом».
Чудесен рассказ показался царю:
«Мой кубок возьми золотой;
Но с ним я и перстень тебе подарю,
В котором алмаз дорогой,
Когда ты на подвиг отважишься снова
И тайны все дна перескажешь морскова».
То слыша, царевна, с волненьем в груди,
Краснея, царю говорит:
«Довольно, родитель, его пощади!
Подобное кто совершит?
И если уж должно быть опыту снова,
То рыцаря вышли, не пАжа младова».
Но царь, не внимая, свой кубок златой
В пучину швырнул с высоты:
«И будешь здесь рыцарь любимейший мой,
Когда с ним воротишься ты;
И дочь моя, ныне твоя предо мною
Заступница, будет твоею женою».
В нём жизнью небесной душа зажжена;
Отважность сверкнула в очах;
Он видит: краснеет, бледнеет она;
Он видит: в ней жалость и страх…
Тогда, неописанной радостью полный,
На жизнь и погибель он кинулся в волны…
Утихнула бездна… и снова шумит…
И пеною снова полна…
И с трепетом в бездну царевна глядит…
И бьёт за волною волна…
Приходит, уходит волна быстротечно —
А юноши нет и не будет уж вечно.
",RU,Кубок,"['О жизни', 'Золотой век', 'Стихи Василия Жуковского – О жизни', 'Стихи Василия Жуковского – Золотой век']"
Владимир Маяковский,"Багровый и белый отброшен и скомкан,
в зелёный бросали горстями дукаты,
а чёрным ладоням сбежавшихся окон
раздали горящие жёлтые карты.
Бульварам и площади было не странно
увидеть на зданиях синие тоги.
И раньше бегущим, как жёлтые раны,
огни обручали браслетами ноги.
Толпа — пестрошёрстая быстрая кошка —
плыла, изгибаясь, дверями влекома;
каждый хотел протащить хоть немножко
громаду из смеха отлитого кома.
Я, чувствуя платья зовущие лапы,
в глаза им улыбку протиснул; пугая
ударами в жесть, хохотали арапы,
над лбом расцветивши крыло попугая.
",RU,Ночь,"['О жизни', 'Серебряный век', 'Стихи Владимира Маяковского – О жизни', 'Стихи Владимира Маяковского – Серебряный век']"
Михаил Исаковский,"Ой, цветет калина в поле у ручья.
Парня молодого полюбила я.
Парня полюбила на свою беду:
Не могу открыться, слова не найду.
Он живет — не знает ничего о том,
Что одна дивчина думает о нем…
У ручья с калины облетает цвет,
А любовь девичья не проходит, нет.
А любовь девичья с каждым днем сильней.
Как же мне решиться рассказать о ней?
Я хожу, не смея волю дать словам…
Милый мой, хороший, догадайся сам!
",RU,Михаил Исаковский,"['О любви', 'Советские', 'Песни', 'Стихи Михаила Исаковского – О любви', 'Стихи Михаила Исаковского – Советские', 'Стихи Михаила Исаковского – Песни']"
Роберт Рождественский,"Позвони мне, позвони,
Позвони мне, ради Бога.
Через время протяни
Голос тихий и глубокий.
Звезды тают над Москвой.
Может, я забыла гордость.
Как хочу я слышать голос,
Как хочу я слышать голос,
Долгожданный голос твой.
Без тебя проходят дни.
Что со мною, я не знаю.
Умоляю — позвони,
Позвони мне — заклинаю,
Дотянись издалека.
Пусть над этой звездной бездной
Вдруг раздастся гром небесный,
Вдруг раздастся гром небесный,
Телефонного звонка.
Если я в твоей судьбе
Ничего уже не значу,
Я забуду о тебе,
Я смогу, я не заплачу.
Эту боль перетерпя,
Я дышать не перестану.
Все равно счастливой стану,
Все равно счастливой стану,
Даже если без тебя!
",RU,"Позвони мне, позвони","['О любви', 'Советские', 'Песни', 'Стихи Роберта Рождественского – О любви', 'Стихи Роберта Рождественского – Советские', 'Стихи Роберта Рождественского – Песни']"
Александр Пушкин,"Хоть тяжело подчас в ней бремя,
Телега на ходу легка;
Ямщик лихой, седое время,
Везет, не слезет с облучка.
С утра садимся мы в телегу;
Мы рады голову сломать
И, презирая лень и негу,
Кричим: пошел! Еб*на мать!
Но в полдень нет уж той отваги;
Порастрясло нас; нам страшней
И косогоры и овраги;
Кричим: полегче, дуралей!
Катит по-прежнему телега;
Под вечер мы привыкли к ней
И, дремля, едем до ночлега —
А время гонит лошадей.
",RU,Телега жизни,"['О жизни', 'Короткие', 'Золотой век', 'Стихи Александра Пушкина – О жизни', 'Стихи Александра Пушкина – Короткие', 'Стихи Александра Пушкина – Золотой век']"
Самуил Маршак,"Мой
Веселый,
Звонкий
Мяч,
Ты куда
Помчался
Вскачь?
Жёлтый,
Красный,
Голубой,
Не угнаться
За тобой!
Я
Тебя
Ладонью
Хлопал.
Ты
Скакал
И звонко
Топал.
Ты
Пятнадцать
Раз
Подряд
Прыгал
В угол
И назад.
А потом
Ты покатился
И назад
Не воротился.
Покатился
В огород,
Докатился
До ворот,
Подкатился
Под ворота,
Добежал
До поворота.
Там
Попал
Под колесо.
Лопнул,
Хлопнул —
Вот и все!
",RU,Мяч,"['Для детей', 'Советские', 'Стихи Самуила Маршака – Для детей', 'Стихи Самуила Маршака – Советские']"
Иннокентий Анненский,"Среди миров, в мерцании светил
Одной Звезды я повторяю имя…
Не потому, чтоб я Ее любил,
А потому, что я томлюсь с другими.И если мне сомненье тяжело,
Я у Нее одной ищу ответа,
Не потому, что от Нее светло,
А потому, что с Ней не надо света.Стихотворение «Среди миров» было написано Иннокентием Анненским в 1909 году, незадолго до смерти. При жизни поэта произведение не публиковалось и вышло в свет только в 1910 году в составе сборника «Кипарисовый ларец», выпущенного сыном Анненского.Рассматривать это стихотворение нужно через призму всей поэзии автора, для которой характерна глубокая рефлексивность и декадентские мотивы. Пессимистичность просвечивает и в стихотворении «Среди миров». Она выражается такими словами: «томлюсь», «сомненье тяжело», «не надо света». Последняя фраза наиболее полно характеризует лирическое наследие Анненского в свете идеи потери Бога.В этом плане символично название самого сборника «Кипарисовый ларец», в составе которого вышло стихотворение «Среди миров». Кипарис в символистической традиции понимался как дерево скорби. Лирический герой поэзии Анненского не верит в возможность благополучия человека. Эта тема проявляется в основных мотивах поэзии автора: тоски, смерти, одиночества, раздвоенности мира. Даже любви не по силам внести гармонию в человеческое существование, ибо лирический герой Анненского признает только возвышенное чувство, а оно невозможно в реалиях жизни. Именно такую возвышенную, одухотворенную любовь Анненский возводит в область «миров» и «светил». Это безупречное чувство он именует Звездой. Значимость образа подчеркивается строчным написанием первой буквы («Звезды», «Ее», «с Ней» и т.д). Вообще все главные мотивы лирики Иннокентия Анненского выделялись строчным употреблением первых букв. Достаточно вспомнить написание слов «Тоска» или «Совесть» в стихотворениях «Тоска возврата», «К портрету Достоевского».Звезда, о которой пишет Анненский, становится для лирического героя последним пристанищем во множестве миров. Свет необязательно должен пониматься как энергия, делающая окружающий мир видимым. Свет может быть и светом истины, высших знаний, ответов на вопросы. на такое толкование слова указывает и фраза «сомненье тяжело». При этом автор признается, что высшая любовь не даст ответов на его сомнение («Не потому что от нее светло»), но она способна подарить поэту и его герою наиболее гармоничное для них состояние, когда «не надо света».Стихотворение написано ямбом, напористость которого несколько смягчают женские рифмы, чередующиеся с мужскими.Отрицательный синтаксический параллелизм («не потому … а потому») связывает воедино две строфы стихотворения.Поэт вводит в произведение высокую книжную лексику (светил, мерцание, томлюсь), чтобы подчеркнуть значимость переживаний лирического героя.В стихотворении просматривается развернутая метафора: храм — это Вселенная («среди миров»), лампады — «мерцание светил», молитва — обращение к Звезде («одно Звезды я повторяю имя»). Сама Звезда при этом наделяется признаками божества.О стиле поэзии Анненского нередко говорят как о психологическом символизме. Лирический герой всегда погружен в сложные раздумья о загадках мироздания, он будто разгадывает собственные ощущения. Поэтому в его стихах так много недосказанности и иносказаний.
",RU,Иннокентий Анненский,"['О любви', 'Короткие', 'Серебряный век', 'Стихи Иннокентия Анненского – О любви', 'Стихи Иннокентия Анненского – Короткие', 'Стихи Иннокентия Анненского – Серебряный век']"
Алексей Толстой,"Край ты мой, родимый край!
Конский бег на воле,
В небе крик орлиных стай,
Волчий голос в поле! Гой ты, родина моя!
Гой ты, бор дремучий!
Свист полночный соловья,
Ветер, степь да тучи!
",RU,"Край ты мой, родимый край","['О родине', 'Короткие', 'Золотой век', 'Стихи Алексея Толстого – О родине', 'Стихи Алексея Толстого – Короткие', 'Стихи Алексея Толстого – Золотой век']"
Антон Дельвиг,"Бедный мы! что наш ум? — сквозь туман озаряющий факел
Бурей гонимый наш челн по морю бедствий и слез;
Счастье наше в неведеньи жалком, в мечтах и безумстве:
Свечку хватает дитя, юноша ищет любви.
",RU,Антон Дельвиг,"['О жизни', 'Золотой век', 'Стихи Антона Дельвига – О жизни', 'Стихи Антона Дельвига – Золотой век']"
Михаил Светлов,"Мы ехали шагом,
Мы мчались в боях
И «Яблочко»-песню
Держали в зубах.
Ах, песенку эту
Доныне хранит
Трава молодая —
Степной малахит.
Но песню иную
О дальней земле
Возил мой приятель
С собою в седле.
Он пел, озирая
Родные края:
«Гренада, Гренада,
Гренада моя!»
Он песенку эту
Твердил наизусть…
Откуда у хлопца
Испанская грусть?
Ответь, Александровск,
И Харьков, ответь:
Давно ль по-испански
Вы начали петь?
Скажи мне, Украйна,
Не в этой ли ржи
Тараса Шевченко
Папаха лежит?
Откуда ж, приятель,
Песня твоя:
«Гренада, Гренада,
Гренада моя»?
Он медлит с ответом,
Мечтатель-хохол:
— Братишка! Гренаду
Я в книге нашел.
Красивое имя,
Высокая честь —
Гренадская волость
В Испании есть!
Я хату покинул,
Пошел воевать,
Чтоб землю в Гренаде
Крестьянам отдать.
Прощайте, родные!
Прощайте, семья!
«Гренада, Гренада,
Гренада моя!»
Мы мчались, мечтая
Постичь поскорей
Грамматику боя —
Язык батарей.
Восход поднимался
И падал опять,
И лошадь устала
Степями скакать.
Но «Яблочко»-песню
Играл эскадрон
Смычками страданий
На скрипках времен…
Где же, приятель,
Песня твоя:
«Гренада, Гренада,
Гренада моя»?
Пробитое тело
Наземь сползло,
Товарищ впервые
Оставил седло.
Я видел: над трупом
Склонилась луна,
И мертвые губы
Шепнули: «Грена…»
Да. В дальнюю область,
В заоблачный плес
Ушел мой приятель
И песню унес.
С тех пор не слыхали
Родные края:
«Гренада, Гренада,
Гренада моя!»
Отряд не заметил
Потери бойца
И «Яблочко»-песню
Допел до конца.
Лишь по небу тихо
Сползла погодя
На бархат заката
Слезинка дождя…
Новые песни
Придумала жизнь…
Не надо, ребята,
О песне тужить,
Не надо, не надо,
Не надо, друзья…
Гренада, Гренада,
Гренада моя!
",RU,Михаил Светлов,"['О войне', 'Советские', 'Стихи Михаила Светлова – О войне', 'Стихи Михаила Светлова – Советские']"
Василий Лебедев-Кумач,"Жил отважный капитан,
Он объездил много стран,
И не раз он бороздил океан.
Раз пятнадцать он тонул,
Погибал среди акул,
Но ни разу даже глазом не моргнул.
И в беде,
И в бою
Напевал он эту песенку свою:
«Капитан, капитан, улыбнитесь,
Ведь улыбка — это флаг корабля.
Капитан, капитан, подтянитесь,
Только смелым покоряются моря!»
Но однажды капитан
Был в одной из дальних стран
И влюбился, как простой мальчуган.
Раз пятнадцать он краснел,
Заикался и бледнел,
Но ни разу улыбнуться не посмел.
Он мрачнел,
Он худел,
И никто ему по-дружески не спел:
«Капитан, капитан, улыбнитесь,
Ведь улыбка — это флаг корабля.
Капитан, капитан, подтянитесь,
Только смелым покоряются моря!»
",RU,Василий Лебедев-Кумач,"['Юмористические', 'Советские', 'Песни', 'Стихи Василия Лебедева-Кумача – Юмористические', 'Стихи Василия Лебедева-Кумача – Советские', 'Стихи Василия Лебедева-Кумача – Песни']"
Сергей Есенин,"Тот ураган прошел. Нас мало уцелело.
На перекличке дружбы многих нет.
Я вновь вернулся в край осиротелый,
В котором не был восемь лет.
Кого позвать мне? С кем мне поделиться
Той грустной радостью, что я остался жив?
Здесь даже мельница — бревенчатая птица
С крылом единственным — стоит, глаза смежив.
Я никому здесь не знаком,
А те, что помнили, давно забыли.
И там, где был когда-то отчий дом,
Теперь лежит зола да слой дорожной пыли.
А жизнь кипит.
Вокруг меня снуют
И старые и молодые лица.
Но некому мне шляпой поклониться,
Ни в чьих глазах не нахожу приют.
И в голове моей проходят роем думы:
Что родина?
Ужели это сны?
Ведь я почти для всех здесь пилигрим угрюмый
Бог весть с какой далекой стороны.
И это я!
Я, гражданин села,
Которое лишь тем и будет знаменито,
Что здесь когда-то баба родила
Российского скандального пиита.
Но голос мысли сердцу говорит:
«Опомнись! Чем же ты обижен?
Ведь это только новый свет горит
Другого поколения у хижин.
Уже ты стал немного отцветать,
Другие юноши поют другие песни.
Они, пожалуй, будут интересней —
Уж не село, а вся земля им мать».
Ах, родина, какой я стал смешной!
На щеки впалые летит сухой румянец.
Язык сограждан стал мне как чужой,
В своей стране я словно иностранец.
Вот вижу я:
Воскресные сельчане
У волости, как в церковь, собрались.
Корявыми немытыми речами
Они свою обсуживают «жись».
Уж вечер. Жидкой позолотой
Закат обрызгал серые поля.
И ноги босые, как телки под ворота,
Уткнули по канавам тополя.
Хромой красноармеец с ликом сонным,
В воспоминаниях морщиня лоб,
Рассказывает важно о Буденном,
О том, как красные отбили Перекоп.
«Уж мы его — и этак и раз-этак, —
Буржуя энтого… которого… в Крыму…»
И клены морщатся ушами длинных веток,
И бабы охают в немую полутьму.
С горы идет крестьянский комсомол,
И под гармонику, наяривая рьяно,
Поют агитки Бедного Демьяна,
Веселым криком оглашая дол.
Вот так страна!
Какого ж я рожна
Орал в стихах, что я с народом дружен?
Моя поэзия здесь больше не нужна,
Да и, пожалуй, сам я тоже здесь не нужен.
Ну что ж!
Прости, родной приют.
Чем сослужил тебе — и тем уж я доволен.
Пускай меня сегодня не поют —
Я пел тогда, когда был край мой болен.
Приемлю все,
Как есть все принимаю.
Готов идти по выбитым следам,
Отдам всю душу октябрю и маю,
Но только лиры милой не отдам.
Я не отдам ее в чужие руки, —
Ни матери, ни другу, ни жене.
Лишь только мне она свои вверяла звуки
И песни нежные лишь только пела мне.
Цветите, юные, и здоровейте телом!
У вас иная жизнь. У вас другой напев.
А я пойду один к неведомым пределам,
Душой бунтующей навеки присмирев.
Но и тогда,
Когда на всей планете
Пройдет вражда племен,
Исчезнет ложь и грусть, —
Я буду воспевать
Всем существом в поэте
Шестую часть земли
С названьем кратким «Русь».
",RU,Русь советская,"['О жизни', 'О родине', 'О поэзии', 'Серебряный век', 'О революции', 'Стихи Сергея Есенина – О жизни', 'Стихи Сергея Есенина – О родине', 'Стихи Сергея Есенина – О поэзии', 'Стихи Сергея Есенина – Серебряный век', 'Стихи Сергея Есенина – О революции']"
Николай Некрасов,"— Скучно? скучно!.. Ямщик удалой,
Разгони чем-нибудь мою скуку!
Песню, что ли, приятель, запой
Про рекрутский набор и разлуку;
Небылицей какой посмеши
Или, что ты видал, расскажи, —
Буду, братец, за все благодарен.
«Самому мне невесело, барин:
Сокрушила злодейка жена!..
Слышь ты, смолоду, сударь, она
В барском доме была учена
Вместе с барышней разным наукам,
Понимаешь-ста, шить и вязать,
На варгане играть и читать —
Всем дворянским манерам и штукам.
Одевалась не то, что у нас
На селе сарафанницы наши,
А, примерно представить, в атлас;
Ела вдоволь и меду и каши.
Вид вальяжный имела такой,
Хоть бы барыне, слышь ты, природной,
И не то что наш брат крепостной,
Тоись, сватался к ней благородный
(Слышь, учитель-ста врезамшись был,
Баит кучер, Иваныч Торопка), —
Да, знать, счастья ей бог не судил:
Не нужна-ста в дворянстве холопка!
Вышла замуж господская дочь,
Да и в Питер… А справивши свадьбу,
Сам-ат, слышь ты, вернулся в усадьбу,
Захворал и на Троицу в ночь
Отдал богу господскую душу,
Сиротинкой оставивши Грушу…
Через месяц приехал зятек —
Перебрал по ревизии души
И с запашки ссадил на оброк,
А потом добрался и до Груши.
Знать, она согрубила ему
В чем-нибудь али напросто тесно
Вместе жить показалось в дому,
Понимаешь-ста, нам неизвестно, -
Воротил он ее на село —
Знай-де место свое ты, мужичка!
Взвыла девка — крутенько пришло:
Белоручка, вишь ты, белоличка!
Как на грех, девятнадцатый год
Мне в ту пору случись… посадили
На тягло — да на ней и женили…
Тоись, сколько я нажил хлопот!
Вид такой, понимаешь, суровый…
Ни косить, ни ходить за коровой!..
Грех сказать, чтоб ленива была,
Да, вишь, дело в руках не спорилось!
Как дрова или воду несла,
Как на барщину шла — становилось
Инда жалко подчас… да куды! -
Не утешишь ее и обновкой:
То натерли ей ногу коты,
То, слышь, ей в сарафане неловко.
При чужих и туда и сюда,
А украдкой ревет, как шальная…
Погубили ее господа,
А была бы бабенка лихая!
На какой-то патрет все глядит
Да читает какую-то книжку…
Инда страх меня, слышь ты, щемит,
Что погубит она и сынишку:
Учит грамоте, моет, стрижет,
Словно барченка, каждый день чешет,
Бить не бьет — бить и мне не дает…
Да недолго пострела потешит!
Слышь, как щепка худа и бледна,
Ходит, тоись, совсем через силу,
В день двух ложек не съест толокна —
Чай, свалим через месяц в могилу…
А с чего?.. Видит бог, не томил
Я ее безустанной работой…
Одевал и кормил, без пути не бранил,
Уважал, тоись, вот как, с охотой…
А, слышь, бить — так почти не бивал,
Разве только под пьяную руку…»
— Ну, довольно, ямщик! Разогнал
Ты мою неотвязную скуку!..
",RU,В дороге,"['О жизни', 'Длинные', 'Золотой век', 'Стихи Николая Некрасова – О жизни', 'Стихи Николая Некрасова – Длинные', 'Стихи Николая Некрасова – Золотой век']"
Николай Рубцов,"Привет, Россия — родина моя!
Как под твоей мне радостно листвою!
И пенья нет, но ясно слышу я
Незримых певчих пенье хоровое…
Как будто ветер гнал меня по ней,
По всей земле — по селам и столицам!
Я сильный был, но ветер был сильней,
И я нигде не мог остановиться.
Привет, Россия — родина моя!
Сильнее бурь, сильнее всякой воли
Любовь к твоим овинам у жнивья,
Любовь к тебе, изба в лазурном поле.
За все хоромы я не отдаю
Свой низкий дом с крапивой под оконцем.
Как миротворно в горницу мою
По вечерам закатывалось солнце!
Как весь простор, небесный и земной,
Дышал в оконце счастьем и покоем,
И достославной веял стариной,
И ликовал под ливнями и зноем!..
",RU,"Привет, Россия","['О родине', 'Советские', 'Стихи Николая Рубцова – О родине', 'Стихи Николая Рубцова – Советские']"
Иннокентий Анненский,"Полюбил бы я зиму,
Да обуза тяжка…
От нее даже дыму
Не уйти в облака.
Эта резанность линий,
Этот грузный полет,
Этот нищенский синий
И заплаканный лед!
Но люблю ослабелый
От заоблачных нег —
То сверкающе белый,
То сиреневый снег…
И особенно талый,
Когда, выси открыв,
Он ложится усталый
На скользящий обрыв,
Точно стада в тумане
Непорочные сны —
На томительной грани
Всесожженья весны.
",RU,Иннокентий Анненский,"['О любви', 'О природе', 'Длинные', 'Серебряный век', 'Стихи Иннокентия Анненского – О любви', 'Стихи Иннокентия Анненского – О природе', 'Стихи Иннокентия Анненского – Длинные', 'Стихи Иннокентия Анненского – Серебряный век']"
Осип Мандельштам,"Этот воздух пусть будет свидетелем —
Дальнобойное сердце его —
И в землянках — всеядный и деятельный,
Океан без окна, вещество…
Миллионы убитых задешево
Протоптали тропу в пустоте:
Доброй ночи! всего им хорошего
От лица земляных крепостей…
Шевелящимися виноградинами
Угрожают нам эти миры,
И висят городами украденными,
Золотыми обмолвками, ябедами,
Ядовитого холода ягодами
Растяжимых созвездий шатры, —
Золотые созвездий жиры…
Аравийское месиво, крошево —
Свет размолотых в луч скоростей —
И своими косыми подошвами
Свет стоит на сетчатке моей, —
Сквозь эфир, десятично означенный
Свет размолотых в луч скоростей
Начинает число, опрозрачненный
Светлой болью и молью нолей:
И за полем полей — поле новое
Трехугольным летит журавлем —
Весть летит светопыльной обновою
И от битвы давнишней светло…
Весть летит светопыльной обновою:
— Я не Лейпциг, я не Ватерлоо,
Я не битва народов — я новое —
От меня будет свету светло…
Для того ль должен череп развиться
Во весь лоб — от виска до виска,
Чтоб в его дорогие глазницы
Не могли не вливаться войска?
Развивается череп от жизни —
Во весь лоб — от виска до виска,
Чистотой своих швов он дразнит себя,
Понимающим куполом яснится,
Мыслью пенится, сам себе снится —
Чаша чаш и отчизна отчизне —
Звездным рубчиком шитый чепец —
Чепчик счастья — Шекспира отец…
Будут люди холодные, хилые
Убивать, холодать, голодать,
И в своей знаменитой могиле
Неизвестный положен солдат, —
Неподкупное небо окопное,
Небо крупных оптовых смертей —
За тобой, от тебя — целокупное —
Я губами несусь в темноте, —
За воронки, за насыпи, осыпи,
По которым он медлил и мглил —
Развороченных — пасмурный, оспенный
И приниженный гений могил…
",RU,Стихи о неизвестном солдате,"['О войне', 'Серебряный век', 'Стихи Осипа Мандельштама – О войне', 'Стихи Осипа Мандельштама – Серебряный век']"
Александр Блок,"Никогда не забуду (он был, или не был,
Этот вечер): пожаром зари
Сожжено и раздвинуто бледное небо,
И на жёлтой заре — фонари.
Я сидел у окна в переполненном зале.
Где-то пели смычки о любви.
Я послал тебе чёрную розу в бокале
Золотого, как небо, аи.
Ты взглянула. Я встретил смущённо и дерзко
Взор надменный и отдал поклон.
Обратясь к кавалеру, намеренно резко
Ты сказала: «И этот влюблён».
И сейчас же в ответ что-то грянули струны,
Исступлённо запели смычки…
Но была ты со мной всем презрением юным,
Чуть заметным дрожаньем руки…
Ты рванулась движеньем испуганной птицы,
Ты прошла, словно сон мой легка…
И вздохнули духи, задремали ресницы,
Зашептались тревожно шелка.
Но из глуби зеркал ты мне взоры бросала
И, бросая, кричала: «Лови!..»
А монисто бренчало, цыганка плясала
И визжала заре о любви.
",RU,В ресторане,"['О любви', 'Стихи Александра Блока – О любви']"
Константин Бальмонт,"1
И да, и нет — здесь все мое,
Приемлю боль — как благостыню,
Благославляю бытие,
И если создал я пустыню,
Ее величие — мое!
2
Весенний шум, весенний гул природы
В моей душе звучит не как призыв.
Среди живых — лишь люди не уроды,
Лишь человек хоть частию красив.
Он может мне сказать живое слово,
Он полон бездн мучительных, как я.
И только в нем ежеминутно ново
Видение земного бытия.
Какое счастье думать, что сознаньем,
Над смутой гор, морей, лесов, и рек,
Над мчащимся в безбрежность мирозданьем,
Царит непобедимый человек.
О, верю! Мы повсюду бросим сети,
Средь мировых неистощимых вод.
Пред будущим теперь мы только дети.
Он — наш, он — наш, лазурный небосвод!
3
Страшны мне звери, и черви, и птицы,
Душу томит мне животный их сон.
Нет, я люблю только беглость зарницы,
Ветер и моря глухой перезвон.
Нет, я люблю только мертвые горы,
Листья и вечно немые цветы,
И человеческой мысли узоры,
И человека родные черты.
4
Лишь демоны, да гении, да люди,
Со временем заполнят все миры,
И выразят в неизреченном чуде
Весь блеск еще не снившейся игры, —
Когда, уразумев себя впервые,
С душой соприкоснутся навсегда
Четыре полновластные стихии: —
Земля, Огонь, и Воздух, и Вода.
5
От бледного листка испуганной осины
До сказочных планет, где день длинней, чем век,
Все — тонкие штрихи законченной картины,
Все — тайные пути неуловимых рек.
Все помыслы ума — широкие дороги,
Все вспышки страстные — подъемные мосты,
И как бы ни были мы бедны и убоги,
Мы все-таки дойдем до нужной высоты.
То будет лучший миг безбрежных откровений,
Когда, как лунный диск, прорвавшись сквозь туман,
На нас из хаоса бесчисленных явлений
Вдруг глянет снившийся, но скрытый Океан.
И цель пути поняв, счастливые навеки,
Мы все благословим раздавшуюся тьму,
И, словно радостно-расширенные реки,
Своими устьями, любя, прильнем к Нему.
6
То будет таинственный миг примирения,
Все в мире воспримет восторг красоты,
И будет для взора не три измерения,
А столько же, сколько есть снов у мечты.
То будет мистический праздник слияния,
Все краски, все формы изменятся вдруг,
Все в мире воспримет восторг обаяния,
И воздух, и Солнце, и звезды, и звук.
И демоны, встретясь с забытыми братьями,
С которыми жили когда-то всегда,
Восторженно встретят друг друга объятьями, —
И день не умрет никогда, никогда!
7
Будут игры беспредельные,
В упоительности цельные,
Будут песни колыбельные,
Будем в шутку мы грустить,
Чтобы с новым упоением,
За обманчивым мгновением,
